title,country,release_year,genre,description,Streaming Service
Miracle in Lane 2,United States,2000,"Biographical, Drama, Sports",A physically challenged boy strives to compete in a national soapbox derby.,Disney
Miracle Landing on the Hudson,United States,2014,"Action-Adventure, Documentary","The true story of the terrifying, ultimately triumphant landing of Flight 1549 in the Hudson River.",Disney
Mission to the Sun,United States,2018,Documentary,A NASA mission to study the sun gathers data on potentially devastating solar storms.,Disney
Moana,United States,2016,"Action-Adventure, Animation, Family",Moana and Maui set sail on a journey across the ocean to save the world.,Disney
Mom's Got a Date With a Vampire,"Canada, United States",2000,"Comedy, Fantasy",Two kids set up their mom on a date with a vampire.,Disney
Monsters University,United States,2013,"Animation, Buddy, Comedy",Discover how Mike and Sulley first met at Monsters University.,Disney
"Monsters, Inc.",United States,2001,"Animation, Buddy, Comedy",A little girl named Boo wanders into the world of monsters.,Disney
Motocrossed,United States,2001,"Drama, Sports",Andi takes her brother's spot in a motocross race after he injures his leg.,Disney
Mr. Boogedy,United States,1986,"Comedy, Fantasy",A New England family finds their new home is haunted by a local legend.,Disney
Mr. Duck Steps Out,United States,1940,"Animation, Comedy, Family",Donald attempts to court Daisy. See details for advisory.,Disney
Mr. Mouse Takes a Trip,United States,1940,"Animation, Comedy, Family",Mickey Mouse and Pluto hit the road - and run into trouble. See details for advisory.,Disney
Mulan II,"United States, South Korea, Singapore, Russia, Malaysia, Kazakhstan, Taiwan, Hong Kong, Japan, China, India, Syria, Iran, Egypt, Pakistan",2005,"Action-Adventure, Animation, Family",Mulan must complete a dangerous mission before marrying General Shang.,Disney
Muppet Treasure Island,United States,1996,"Action-Adventure, Comedy, Family",The classic pirate tale gets a fun and zany Muppet twist.,Disney
Muppets Most Wanted,United States,2014,"Action-Adventure, Comedy, Family",The Muppets find themselves entangled in an international crime caper.,Disney
My Favorite Martian,United States,1999,"Comedy, Science Fiction",A TV reporter happens on the story of the millennium when a Martian lands on Earth.,Disney
National Treasure: Book of Secrets,United States,2007,"Action-Adventure, Mystery, Thriller",Ben Gates must kidnap the president to prove his ancestor's innocence.,Disney
Newsies,United States,1992,"Coming of Age, Drama, Family",New York City paperboys battle a greedy newspaper tycoon in 1899.,Disney
Newsies: The Broadway Musical,United States,2017,"Coming of Age, Drama, Family",Gutsy newsboys take on newspaper titans in 1899. Filmed live in Hollywood.,Disney
Noelle,United States,2019,"Comedy, Family, Fantasy",Kris Kringle's daughter must find her brother and bring him back in time to save Christmas.,Disney
Now You See It,United States,2005,"Coming of Age, Fantasy",An aspiring TV producer searches for the world's greatest kid magician.,Disney
Olaf's Frozen Adventure,United States,2017,"Animation, Comedy, Family",Olaf and Sven set out to save Christmas for Anna and Elsa.,Disney
Old Yeller,United States,1957,"Animals & Nature, Drama, Family",The quintessential film about a boy's love for his dog.,Disney
Oliver & Company,United States,1988,"Action-Adventure, Animation, Musical",A feisty young cat explores New York in this animated spin on Oliver Twist.,Disney
Once Upon a Mattress,United States,2005,"Comedy, Family, Fantasy","A fractured retelling of the classic ""The Princess and The Pea.""",Disney
One Magic Christmas,"Canada, United States",1985,"Drama, Fantasy",A young mother rediscovers the joy of Christmas thanks to the unshakable faith of her daughter.,Disney
One Man Band,United States,2006,"Animation, Comedy, Family",A girl gets caught in the middle of a musical duel.,Disney
Operation Dumbo Drop,United States,1995,"Action-Adventure, Animals & Nature, Comedy",Soldiers secretly transport an elephant across 200 miles of rugged terrain.,Disney
Paris To Pittsburgh,United States,2018,Documentary,Americans are demanding action on climate change and taking matters into their own hands.,Disney
Partly Cloudy,United States,2009,"Animation, Comedy, Family",Cloud people bring babies to life to storks to deliver,Disney
Party Central,United States,2014,"Animation, Comedy, Family",Mike and Sulley return to Monsters University.,Disney
Perri,United States,1957,"Animals & Nature, Documentary, Family",The story of a little Pine Squirrel named Perri and her life in the forest.,Disney
Pete's Dragon,United States,2016,"Action-Adventure, Family, Fantasy",A mysterious boy claims to live in the woods with a giant green dragon.,Disney
Peter Pan,United States,1953,"Action-Adventure, Animation, Family",Adventures await when Peter Pan and his friends fly to Never Land. See details for advisory.,Disney
Peter Pan: Return to Never Land,"United States, Canada, Australia",2002,"Action-Adventure, Animation, Family",Wendy's daughter Jane is whisked away to Never Land by Captain Hook.,Disney
Phantom of the Megaplex,"United States, Canada",2000,"Comedy, Coming of Age",A phantom haunting a local megaplex threatens to ruin a premiere gala.,Disney
Phineas and Ferb the Movie: Across the 2nd Dimension,"United States, Taiwan, China",2011,"Action-Adventure, Animation, Comedy",Phineas and Ferb jump dimensions and learn Perry is a real secret agent.,Disney
Piglet's Big Movie,United States,2003,"Action-Adventure, Animation, Kids","When Piglet disappears, his friends band together to find him.",Disney
Pinocchio,United States,1940,"Animation, Family, Fantasy",A little wooden puppet yearns to become a real boy.,Disney
Piper,United States,2016,"Animals & Nature, Animation, Family",A sandpiper exploring by the shore encounters scary waves.,Disney
Pirates of the Caribbean: At World's End,United States,2007,"Action-Adventure, Fantasy",An alliance forms to rescue Captain Jack Sparrow from Davy Jones' locker.,Disney
Pirates of the Caribbean: Dead Man's Chest,United States,2006,"Action-Adventure, Fantasy","Captain Jack Sparrow must seize the ""Dead Man's Chest"" to cheat death.",Disney
Pirates of the Caribbean: The Curse of the Black Pearl,United States,2003,"Action-Adventure, Fantasy",Jack Sparrow and Will Turner partner to save the governor's daughter.,Disney
Pixel Perfect,United States,2004,"Comedy, Coming of Age, Music",A techno whiz must protect his hologram from falling into the wrong hands.,Disney
Pluto and the Gopher,United States,1950,"Animation, Comedy, Family",Pluto tries to catch a gopher in Minnie's garden. See details for advisory.,Disney
Pluto's Christmas Tree,United States,1952,"Animation, Family, Kids",Pluto and Mickey bring home a special Christmas Tree. See details for advisory.,Disney
Pluto's Surprise Package,United States,1949,"Animation, Comedy, Family","Pluto tries to bring in the mail, but one parcel refuses to cooperate. See details for advisory.",Disney
Pluto's Sweater,United States,1949,"Animation, Comedy, Family",Pluto hates the sweater that Minnie knits for him. See details for advisory.,Disney
Pocahontas,United States,1995,"Action-Adventure, Animation, Family",Free-spirited Pocahontas must find her own path.,Disney
Pocahontas II: Journey to a New World,United States,1998,"Action-Adventure, Animation, Family",Pocahontas sets sail for England and the allure of life in a new land.,Disney
Pollyanna,United States,1960,"Coming of Age, Drama, Family","An orphan brings sunshine into the lives of everyone she meets, despite her stifling aunt.",Disney
Pooh's Grand Adventure: The Search for Christopher Robin,United States,1997,"Action-Adventure, Animation, Kids",Pooh and his pals set off on an adventure to find their best friend.,Disney
Pooh's Heffalump Movie,United States,2005,"Action-Adventure, Animation, Kids",Pooh and his friends are shocked when Roo befriends a playful Heffalump.,Disney
Presto,United States,2008,"Animation, Family, Kids",Presto forgets to feed his rabbit one too many times.,Disney
Princess Protection Program,United States,2009,"Buddy, Comedy, Coming of Age",Royalty and roughing it collide when a princess moves in with a tomboy.,Disney
Purl,United States,2019,"Animation, Comedy, Family",Purl gets a job at a start-up and must decide how far is she willing to go to be accepted.,Disney
Queen of Katwe,United States,2016,"Biographical, Drama, Sports",A Ugandan girl’s life changes forever when she discovers she has an amazing talent for chess.,Disney
Quints,"Canada, United States",2000,"Comedy, Coming of Age",Jamie is the center of attention until her mom gives birth to quintuplets.,Disney
Ratatouille,United States,2007,"Animation, Comedy, Family",A determined young rat dreams of becoming a French chef.,Disney
Read It and Weep,United States,2006,"Comedy, Coming of Age, Drama",Jamie's journal accidentally becomes a best-selling book.,Disney
Ready to Run,"United States, New Zealand",2000,"Animals & Nature, Coming of Age, Family",Corrie dreams of becoming a jockey despite her father's race-related death.,Disney
Recess: All Growed Down,United States,2003,"Animation, Comedy, Family",T.J. and the gang are captured by the kindergartners.,Disney
Recess: School's Out,"United States, Japan",2001,"Animation, Comedy, Family",Third Street Elementary students band together to save summer break.,Disney
Recess: Taking the 5th Grade,United States,2003,"Animation, Comedy, Family",The gang graduates to the fifth grade but discovers some unwelcome changes.,Disney
Red's Dream,United States,1987,"Animation, Drama, Family","Red, a unicycle, dreams that he steals the show.",Disney
Remember the Titans,United States,2000,"Drama, Historical, Sports",An African-American coach leads a newly integrated high school football team in 1970s Virginia.,Disney
Rescue Dog,United States,1947,"Animation, Comedy, Family",Rescue dog Pluto must deal with a playful seal pup. See details for advisory.,Disney
Return from Witch Mountain,United States,1978,"Action-Adventure, Family, Science Fiction",Sinister masterminds manipulate a boy's supernatural powers for their own devious gain.,Disney
Return to Halloweentown,United States,2006,"Family, Fantasy",Marnie Piper holds the key to Witch University's ultimate secret.,Disney
Return to Oz,"United Kingdom, United States",1985,"Action-Adventure, Family, Fantasy",Dorothy battles the wicked Princess Mombi and the evil Nome King to restore the Emerald City.,Disney
Richie Rich's Christmas Wish,United States,1998,"Action-Adventure, Comedy, Family",A wishing machine transports Richie Rich to an alternate universe.,Disney
Right on Track,United States,2003,"Buddy, Family, Sports",Two sisters fight for their place in male-dominated junior drag racing.,Disney
Riley’s First Date?,United States,2015,"Animation, Comedy, Coming of Age",A boy shows up at Riley's door.,Disney
Rip Girls,"Australia, United States",2000,"Coming of Age, Drama",Sydney questions a decision to sell her inherited Hawaiian land.,Disney
Robin Hood,United States,1973,"Action-Adventure, Animation, Family",Disney's animated classic tale of England's legendary hero.,Disney
Rogue One: A Star Wars Story,United States,2016,"Action-Adventure, Science Fiction",Unlikely heroes band together to steal the plans to the Death Star.,Disney
Roving Mars,United States,2006,"Documentary, Family",Explore the surface of the red planet through the eyes of two NASA rovers.,Disney
Ruby Bridges,United States,1998,"Biographical, Drama, Historical",A little girl becomes the first African-American to integrate her school.,Disney
Sacred Planet,"Canada, Malaysia, United States",2004,"Animals & Nature, Documentary, Family",Visit some of the most exotic and beautiful places still in existence.,Disney
Saludos Amigos,United States,1943,"Animation, Comedy, Family",Four animated shorts with Donald Duck and Goofy are set to a samba beat. See details for advisory.,Disney
"Sammy, The Way-Out Seal",United States,1962,"Animals & Nature, Comedy, Family",Two young brothers adopt an injured seal…without telling their parents. See details for advisory.,Disney
Sanjay's Super Team,United States,2015,"Action-Adventure, Animation, Family",Young Sanjay daydreams of Hindu gods as superheroes.,Disney
Santa Paws 2: The Santa Pups,United States,2012,"Fantasy, Musical","When holiday spirit mysteriously begins to disappear, the Santa Pups race to save Christmas.",Disney
Santa's Workshop,United States,1932,"Animation, Family, Fantasy",Santa and his elves make toys to deliver on Christmas Eve See details for advisory.,Disney
Saving Mr. Banks,"United States, United Kingdom, Australia",2013,"Biographical, Drama, Historical","Discover the untold story behind Walt Disney's 20-year effort to bring ""Mary Poppins"" to life.",Disney
Science Fair,United States,2018,"Documentary, Family",Nine high school students compete at the International Science and Engineering Fair.,Disney
Sea of Hope: America's Underwater Treasures,United States,2017,"Action-Adventure, Animals & Nature, Documentary",Oceanographer Sylvia Earle sets out to inspire the creation of 'blue parks' to protect the ocean.,Disney
Secret of The Wings,"United States, India, United Kingdom",2012,"Animation, Fantasy, Kids",Tink crosses into the forbidden Winter Woods and finds she has a sister.,Disney
Secretariat,United States,2010,"Animals & Nature, Biographical, Drama","A housewife becomes the unlikely owner of a racehorse, then risks it all to make him a champion.",Disney
Secrets of Christ's Tomb: Explorer Special,United States,2017,"Documentary, Historical",A team of experts races to repair the structure housing Christ’s tomb.,Disney
Secrets of Life,United States,1956,"Animals & Nature, Documentary, Family",Discover Mother Nature’s secrets with a look at our ever-evolving planet.,Disney
Secrets of the King Cobra,India,2012,"Animals & Nature, Documentary",A new scientific expedition follows the king cobra into the wild for the first time.,Disney
Sharks of Lost Island,United States,2013,"Action-Adventure, Animals & Nature, Documentary",A team of explorers sets out to explore the sea and land of the remote Pitcairn Islands.,Disney
Sharpay's Fabulous Adventure,United States,2011,"Comedy, Coming of Age, Music",Aspiring diva Sharpay leaves suburbia and hits Broadway…and hits it hard.,Disney
Shipwrecked,"Norway, Sweden, United States",1991,"Action-Adventure, Coming of Age, Family",A cabin boy must outwit a ruthless gang of pirates while shipwrecked on a jungle island.,Disney
Simpsons Movie,United States,2007,"Action-Adventure, Animation, Comedy",Homer must save the world from a catastrophe he himself created.,Disney
Sister Act,United States,1992,"Comedy, Crime, Family",A low-rent lounge singer is forced to hide out from the mob in a convent.,Disney
Sister Act 2: Back in the Habit,United States,1993,"Comedy, Family, Music",Deloris goes back undercover to try to save a troubled inner-city school.,Disney
Skyrunners,United States,2009,"Action-Adventure, Science Fiction",Teen brothers discover a UFO near their town…and learn of an alien plot.,Disney
Sleeping Beauty,United States,1959,"Animation, Family, Fantasy",A fairy-tale classic about a princess saved by true love's kiss.,Disney
Smart House,United States,1999,"Comedy, Coming of Age, Drama",A computerized Smart House becomes an overly possessive virtual mother.,Disney
Smash and Grab,United States,2019,"Animation, Buddy, Family",Two antiquated robots risk everything for freedom and for each other.,Disney
Snow White and The Seven Dwarfs,United States,1937,"Animation, Family, Fantasy",Discover the movie called “The Greatest Animated Film Of All Time”!,Disney
Snowball Express,United States,1972,"Comedy, Family, Sports",A New York accountant moves west when he inherits a dilapidated ski resort.,Disney
Snowglobe,United States,2007,"Comedy, Family, Fantasy",Angela finds a snow globe that transports her into a Christmas wonderland.,Disney
Society Dog Show,United States,1939,"Animation, Comedy, Family","Pluto is out of place at a dog show, but he proves to be a hero. See details for advisory.",Disney
Star Wars: A New Hope (Episode IV),United States,1977,"Action-Adventure, Science Fiction",A young farm boy intercepts a distress call from the captive Princess Leia.,Disney
Star Wars: Attack of the Clones (Episode II),United States,2002,"Action-Adventure, Science Fiction",Young Anakin and Padmé fall in love as galactic war looms.,Disney
Star Wars: Return of the Jedi (Episode VI),United States,1983,"Action-Adventure, Science Fiction",Luke Skywalker faces Darth Vader in a final duel.,Disney
Star Wars: Revenge of the Sith (Episode III),United States,2005,"Action-Adventure, Science Fiction","As the Republic falls, Anakin Skywalker becomes the evil Darth Vader.",Disney
Star Wars: The Empire Strikes Back (Episode V),United States,1980,"Action-Adventure, Science Fiction",Luke Skywalker trains as a Jedi and confronts Darth Vader.,Disney
Star Wars: The Force Awakens (Episode VII),United States,2015,"Action-Adventure, Science Fiction","Rey, Finn, Han and Chewbacca search for the one hope of restoring peace.",Disney
Star Wars: The Phantom Menace (Episode I),United States,1999,"Action-Adventure, Science Fiction","Jedi discover Anakin Skywalker, a boy unusually strong in the Force.",Disney
Starstruck,United States,2010,"Comedy, Coming of Age, Music",Pop star Christopher Wilde must choose to follow his heart or embrace fame.,Disney
Steamboat Willie,United States,1928,"Animation, Family, Kids",Watch Mickey Mouse's classic cartoon debut. See details for advisory.,Disney
Stepsister from Planet Weird,United States,2000,"Comedy, Family, Science Fiction",A human and an alien team up to stop their parents from getting married.,Disney
Stitch! The Movie,United States,2003,"Animation, Comedy, Family","Stitch tries to save his intergalactic ""cousins"" from evil Captain Gantu.",Disney
Stonehenge Decoded: Secrets Revealed,United Kingdom,2008,Documentary,The discovery of a prehistoric site in Ireland sheds new light on the mysteries of Stonehenge,Disney
Stuck in the Suburbs,United States,2004,"Comedy, Coming of Age, Music",A bored suburban teen accidentally switches phones with a pop star.,Disney
Sultan and the Rock Star,United States,1980,"Action-Adventure, Animals & Nature, Family",A rock star befriends a gentle tiger being hunted for sport. See details for advisory.,Disney
Super Buddies,United States,2013,"Action-Adventure, Comedy, Family",A new breed of hero is born when Disney's favorite extraordinary pups become Super Buddies!,Disney
Swiss Family Robinson,United States,1940,"Action-Adventure, Family, Survival",A violent storm shipwrecks the Robinson family on a deserted island. See details for advisory.,Disney
Tall Tale,United States,1995,"Action-Adventure, Western",It's all up to Pecos Bill to save a boy's family farm in this rousing Western adventure.,Disney
Tangled,United States,2010,"Action-Adventure, Animation, Family","Rapunzel and Flynn set off on a hilarious, hair-raising escapade.",Disney
Tangled Before Ever After,United States,2017,"Animation, Coming of Age, Fantasy",Rapunzel escapes for a night of freedom before her coronation.,Disney
Tarzan & Jane,United States,2002,"Action-Adventure, Animation",Tarzan and Jane celebrate their first year in the jungle.,Disney
Teacher's Pet,United States,2004,"Animation, Comedy, Family",A dog discovers that his dream of becoming a real boy isn't so far-fetched.,Disney
Teen Beach 2,United States,2015,"Fantasy, Musical",Mack and Brady get a real-world visit from their retro movie compadres.,Disney
Teen Beach Movie,United States,2013,"Coming of Age, Fantasy, Musical",McKenzie and her boyfriend Brady catch a wave into a retro coastal musical.,Disney
Teen Spirit,United States,2011,"Buddy, Comedy, Coming of Age","To save her soul, Amber must pull off a high-school miracle.",Disney
That Darn Cat,United States,1997,"Animals & Nature, Comedy, Family","A teen, a cat and a rookie FBI agent team up to solve a kidnapping.",Disney
That Darn Cat!,United States,1965,"Animals & Nature, Comedy, Family",A cat holds the clue to bank robbers holding a teller hostage.,Disney
The Absent-Minded Professor,United States,1961,"Comedy, Family, Science Fiction",A bumbling professor invents gravity-defying Flubber.,Disney
The Adventures of André & Wally B.,United States,1984,"Animation, Kids",Andre awakens from a nap and is greeted by a pesky bee.,Disney
The Adventures of Bullwhip Griffin,United States,1967,"Action-Adventure, Comedy, Family",A boy joins the California gold rush with his trusty butler on his tail. See details for advisory.,Disney
The Adventures of Huck Finn,United States,1993,"Action-Adventure, Coming of Age, Drama",Huck and a runaway slave brave the Mississippi River in search of freedom.,Disney
The Adventures of Ichabod and Mr. Toad,United States,1949,"Action-Adventure, Animation, Anthology",Enjoy two classic stories with Toad's Wild Ride and the Headless Horseman.,Disney
The African Lion,United States,1955,"Animals & Nature, Documentary, Family",Two wildlife experts spend years studying the majestic African lion.,Disney
The Apple Dumpling Gang,United States,1975,"Comedy, Family, Western",Bumbling outlaws help three young orphans protect their huge gold nugget. See details for advisory.,Disney
The Apple Dumpling Gang Rides Again,United States,1979,"Comedy, Family, Western",Two bumbling outlaw wannabes just can't succeed in going straight. See details for advisory.,Disney
The Aristocats,United States,1970,"Action-Adventure, Animation, Comedy",A pedigreed cat and her kittens are catnapped by a greedy butler. See details for advisory.,Disney
The Art of Skiing,United States,1941,"Animation, Comedy, Family",Goofy demonstrates the art of skiing. See details for advisory.,Disney
The Band Concert,United States,1935,"Animation, Family, Kids",Mickey's concert in the park is disrupted by Donald and a cyclone. See details for advisory.,Disney
The Bears and I,United States,1974,"Animals & Nature, Drama, Family",A man seeking peace and quiet becomes a father to three mischievous bears. See details for advisory.,Disney
The Big Bad Wolf,United States,1934,"Animation, Family, Musical",Red Riding Hood travels to visit her sick grandmother. See details for advisory.,Disney
The Biscuit Eater,United States,1972,"Animals & Nature, Drama, Family",Two young boys try to transform a misfit hound into a champion bird dog. See details for advisory.,Disney
The Black Cauldron,"United States, United Kingdom",1985,"Action-Adventure, Animation, Coming of Age",A young pig keeper becomes an unlikely hero when he confronts an evil king.,Disney
The Black Hole,United States,1979,"Action-Adventure, Science Fiction, Thriller",Take a spectacular descent into nature's ultimate mystery: The Black Hole.,Disney
The Blue Umbrella,United States,2013,"Animation, Family, Kids",Two unlikely umbrellas fall eternally in love.,Disney
The Brave Little Toaster Goes to Mars,United States,1998,"Action-Adventure, Animation, Kids",Toaster and his friends head for Mars to bring the master's baby home.,Disney
The Castaway Cowboy,United States,1974,"Action-Adventure, Family, Western",A Texan castaway helps defend a Hawaiian family's land.,Disney
The Cheetah Girls,"Canada, United States",2003,"Coming of Age, Drama, Music",The Cheetah Girls sing and dance their way toward that elusive record deal.,Disney
The Cheetah Girls 2,United States,2006,"Coming of Age, Drama, Music",The Cheetahs go to Barcelona to perform in a music festival.,Disney
The Cheetah Girls: One World,United States,2008,"Comedy, Coming of Age, Music",The Cheetah Girls are off to India to land a spot in a Bollywood musical.,Disney
The Christmas Star,"Canada, United States",1986,"Crime, Drama, Family",A counterfeiter finds the true meaning of Christmas.,Disney
The Chronicles of Narnia: Prince Caspian,"United States, Poland, Slovenia, Czech Republic, United Kingdom",2008,"Action-Adventure, Family, Fantasy",The Pevensie siblings return to lead the Narnians on a remarkable journey.,Disney
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","United Kingdom, United States",2005,"Action-Adventure, Family, Fantasy",Four siblings enter a magical land and help its inhabitants defeat a witch.,Disney
The Color of Friendship,"Canada, United States",2000,"Biographical, Drama",Two girls from different backgrounds learn the true color of friendship.,Disney
The Computer Wore Tennis Shoes,United States,1969,"Comedy, Crime, Science Fiction",A student turns genius when he absorbs the knowledge stored in a computer.,Disney
The Country Bears,United States,2002,"Comedy, Music",The Country Bears aim to save the venue that made them famous.,Disney
The Emperor's New Groove,United States,2000,"Action-Adventure, Animation, Family",A selfish emperor learns a lesson in humility when he is turned into a llama.,Disney
The Even Stevens Movie,United States,2003,"Action-Adventure, Comedy",An all-expenses-paid vacation ends up costing the Stevens their sanity.,Disney
The Flood,United States,2018,"Animals & Nature, Documentary",The Okavango Delta in Botswana transforms from desert to water wonderland.,Disney
The Fox and the Hound,United States,1981,"Action-Adventure, Animation, Buddy",A little fox and a hound pup become unlikely friends.,Disney
The Fox and the Hound 2,United States,2006,"Action-Adventure, Animation, Buddy",Tod and Copper's friendship is put to the test.,Disney
The Game Plan,United States,2007,"Comedy, Family, Sports",A superstar quarterback meets the daughter he never knew existed.,Disney
The Ghosts of Buxley Hall,United States,1980,"Comedy, Family, Fantasy",Ghosts inhabiting a cash-strapped academy enlist the help of a shy cadet.,Disney
The Goddess of Spring,United States,1934,"Animation, Family, Fantasy","The goddess of spring is kidnapped, bringing about the winter season. See details for advisory.",Disney
The Golden Touch,United States,1935,"Animation, Family, Fantasy",A fable of a king whose touch turns everything to gold. See details for advisory.,Disney
The Good Dinosaur,United States,2015,"Action-Adventure, Animation, Buddy",A dinosaur named Arlo makes an unlikely friend during his journey home.,Disney
The Great Muppet Caper,"United Kingdom, United States",1981,"Comedy, Crime, Family",Kermit and the gang investigate when Miss Piggy is framed for burglary.,Disney
The Greatest Game Ever Played,"United States, Canada",2005,"Biographical, Sports","The story of Francis Ouimet, the first amateur to win the U.S. Open.",Disney
The Haunted Mansion,United States,2003,"Comedy, Family, Fantasy","A family comes face-to-face with 999 grim, grinning ghosts in creepy old Gracey Manor.",Disney
The Hockey Champ,United States,1939,"Animation, Comedy, Family",Donald and his nephews play Hockey. See details for advisory.,Disney
The Hunchback of Notre Dame,"United States, France",1996,"Action-Adventure, Animation, Family",Quasi leaves his tower in Notre Dame to help a kind and beautiful gypsy.,Disney
The Hunchback of Notre Dame II,United States,2002,"Action-Adventure, Animation, Family",It's Quasimodo's turn to look past appearances when seeking true love.,Disney
The Incredible Journey,"Canada, United States",1963,"Action-Adventure, Animals & Nature, Family",Two dogs and a cat traverse the Canadian frontier to find their way home.,Disney
The Incredibles,United States,2004,"Action-Adventure, Animation, Family","A family of Supers, forced to adopt civilian lives, returns to action.",Disney
The Journey of Natty Gann,United States,1985,"Action-Adventure, Coming of Age, Drama",A brave young girl embarks on a cross-country search for her father.,Disney
The Jungle Book 2,"United States, Australia",2003,"Action-Adventure, Animation, Kids",Mowgli must decide whether to live in the village or return to the jungle.,Disney
The Jungle Book: Mowgli's Story,United States,1998,"Action-Adventure, Coming of Age, Family",Mowgli reflects on his childhood jungle adventures.,Disney
The Legend of Mor'du,United States,2012,"Animation, Family, Fantasy",A prince seeks control of a kingdom from his brothers through magic.,Disney
The Lion King 1 1/2,"Australia, United States",2004,"Action-Adventure, Animation, Comedy",Timon and Pumbaa reveal how they helped Simba save the Serengeti.,Disney
The Lion King 2: Simba's Pride,"United States, Australia",1998,"Action-Adventure, Animation, Family",Simba's strong-willed daughter befriends the heir to Scar's pride.,Disney
The Little Mermaid,United States,1989,"Animation, Family, Fantasy",Dive into Disney fun with Ariel in The Little Mermaid.,Disney
The Little Mermaid II:  Return to the Sea,"United States, Canada, Australia, Taiwan",2000,"Animation, Drama, Fantasy",Return To The Sea with The Little Mermaid’s daughter.,Disney
The Little Mermaid:  Ariel's Beginning,United States,2008,"Animation, Drama, Family","Long before Prince Eric, Ariel faces a choice between family and music.",Disney
The Little Whirlwind,United States,1941,"Animation, Family, Kids",Mickey tries to clean Minnie's yard despite a playful whirlwind. See details for advisory.,Disney
The Living Desert,United States,1953,"Animals & Nature, Documentary, Family",The desert teems with vitality in this true-life adventure.,Disney
The Lizzie McGuire Movie,United States,2003,"Comedy, Coming of Age, Family",Lizzie McGuire and her pals go on a class trip to Italy.,Disney
The Lost Tomb of Alexander the Great,United Kingdom,2019,"Documentary, Historical",An archaeologist on the hunt for Alexander the Great’s lost tomb makes an extraordinary discovery.,Disney
The Love Bug (1969),United States,1969,"Action-Adventure, Comedy, Family",A down-on-his-luck race car driver teams up with a little VW Bug that has a mind of its own.,Disney
The Many Adventures of Winnie the Pooh,United States,1977,"Animation, Kids, Musical",Experience the magical tales of Pooh and his Hundred Acre Wood friends.,Disney
The Million Dollar Duck,United States,1971,"Comedy, Family",A research scientist discovers his lab duck now lays golden eggs.,Disney
The Mistle-Tones,United States,2012,"Drama, Music",Holly forms a Christmas singing group to compete with a harsh rival.,Disney
The Muppet Christmas Carol,"United States, United Kingdom",1992,"Comedy, Drama, Family",The Muppets present their own touching rendition of Charles Dickens' classic tale.,Disney
The Muppet Movie,"United Kingdom, United States",1979,"Action-Adventure, Comedy, Family","On his way to Hollywood, Kermit dodges a villain eager to serve him up as fried frog-legs.",Disney
The Muppets,United States,2011,"Comedy, Family, Kids",The Muppets' biggest fan reunites the gang to save their beloved theater.,Disney
The Old Mill,United States,1937,"Action-Adventure, Animation, Family",Animals try to stay safe and dry in an old mill. See details for advisory.,Disney
The Olympic Champ,United States,1942,"Animation, Comedy, Family",Goofy demonstrates Olympic events to the narration of their history. See details for advisory.,Disney
The Parent Trap,"United States, United Kingdom",1998,"Comedy, Family, Romance",Identical twins scheme to switch places and reunite their divorced parents.,Disney
The Parent Trap (1961),United States,1961,"Comedy, Family, Romance","Twins separated at birth reunite, then switch places to try and get their parents back together.",Disney
The Pied Piper,United States,1933,"Animation, Family, Musical",The Pied Piper lures the children out of town. See details for advisory.,Disney
The Plausible Impossible (Disneyland: 1954-58),United States,1956,"Documentary, Family",Walt Disney explains some of the techniques of animation. See details for advisory.,Disney
The Poof Point,United States,2001,"Comedy, Coming of Age, Science Fiction",Eddie and Marie’s parents invent a machine that makes them younger.,Disney
The Prince and the Pauper,United Kingdom,1962,"Action-Adventure, Coming of Age, Family","After meeting his lookalike, a prince trades places with a pauper. See details for advisory.",Disney
The Princess and the Frog,United States,2009,"Animation, Comedy, Family",A fateful kiss with a frog sends Tiana on a mystical bayou adventure.,Disney
The Princess Diaries,"United States, United Kingdom",2001,"Comedy, Coming of Age, Family",A teenager discovers that she is the princess of a small European country.,Disney
The Princess Diaries 2: Royal Engagement,United States,2004,"Comedy, Family, Romance",Princess Mia has 30 days to find a husband... or she can't become queen.,Disney
The Proud Family Movie,United States,2005,"Animation, Comedy, Family",Penny's boring family vacation becomes a mysterious island adventure.,Disney
The Reluctant Dragon,United States,1941,"Animation, Comedy, Family",Robert Benchley gives a behind-the-scenes look at how animation is created.,Disney
The Rescuers,United States,1977,"Action-Adventure, Animation, Comedy",Two mice rush to help an orphan girl in the clutches of an evil woman.,Disney
The Rescuers Down Under,United States,1990,"Action-Adventure, Animation, Family",Bernard and Bianca race to Australia to save a boy from a vile poacher.,Disney
The Rookie,United States,2002,"Biographical, Family, Sports",A high school baseball coach gets a second chance as a big-league pitcher.,Disney
The Santa Clause,"United States, Canada",1994,"Comedy, Family, Fantasy",A bizarre twist of fate transforms a divorced dad into the new Santa.,Disney
The Santa Clause 2,"United States, Canada",2002,"Comedy, Family, Fantasy",Scott Calvin must get married by Christmas Eve or lose his title as Santa.,Disney
The Santa Clause 3: The Escape Clause,"United States, Canada",2006,"Comedy, Family, Fantasy",The holidays take a chaotic turn when Jack Frost puts a freeze on Christmas.,Disney
The Scream Team,United States,2002,"Comedy, Fantasy",Ian and Claire Carlyle discover that ghosts really do exist!,Disney
